,Unnamed: 0,sentence,label
3006,3006,واقعا طللبه اسمش رو خودشه از خدا هم طلبکاره,"""تنفر"""
3007,3007,فقط اونجاش که میگه تو بتمرگ سر جات نمیخواد سفر علمی بری,"""غیرتنفر"""
3008,3008,معلمی مثل من با سی و پنج سال سن داره چهار میلیون و هفتصد میگیره پیمانی هم هستیم ولی,"""غیرتنفر"""
3009,3009,دستت درد نکنه سینا چان اگه یکی باشه که بتونه بتوحیکله اینا اون یه نفر توی عزیزم,"""تنفر"""
3010,3010,طلبه‌ی بشکه‌ای خیلی مهمه بشکه یادتون باشه,"""تنفر"""
3011,3011,اگر موجودی بی حاصل‌تر و پرروتر و وقیح‌تر از اخوند نام ببرید جایزه دارینالبته بدون توهین به حیوانات,"""تنفر"""
3012,3012,کاه جوشون زیاد شده مصرفشون بالا رفته,"""تنفر"""
3013,3013,وای سینا خیلی با حالی,"""غیرتنفر"""
3014,3014,اینام یاد گرفتن از پول مملکت برن دور دور,"""تنفر"""
3015,3015,بابا این طلبه‌ها همشون اینطوری آن,"""تنفر"""
3016,3016,وای سینا جر خوردم از خنده,"""غیرتنفر"""
3017,3017,بنیانگذار تروریسم اسلامی محمد ابن عبدالله بود,"""تنفر"""
3018,3018,اسلام دینی هست که هرچه کمتر به دستوراتش عمل کنید بیشتر به انسانیت نزدیک شده‌اید,"""غیرتنفر"""
3019,3019,برای فرمانروایی برابلهان واحمقان نیازی نیست کسی تا اسمان ومعراج برود ارتفاع یک متری یک منبر هم کفایت می‌کند,"""تنفر"""
3020,3020, روز درختکاری خجسته باد,"""غیرتنفر"""
3021,3021,وای خدا اقا سینا ولی الله,"""غیرتنفر"""
3022,3022,وقتی توی قرن  هنوز عده‌ای باور می‌کنند که طرف از توی چاه میخواد بیرون بیاد دنیا رو نجات بده توقع دارید سال پیش باور نکنند خدا تو غار با محمد حرف میزده,"""تنفر"""
3023,3023,می گه مادرش هرکی باشه پدرش توی,"""غیرتنفر"""
3024,3024,خدا لنتت کنه پسر حرف نداری,"""غیرتنفر"""
3025,3025,اینترنت رو ملی کنید تا مادرتونو بینالمللی کنیم,"""تنفر"""
3026,3026,هیچ کسی مثل سینا نمیتونه دهنشون,"""غیرتنفر"""
3027,3027,ببین مملکت چهل و سه ساله دست کیا افتاده,"""تنفر"""
3028,3028,میدونی چرا چون آمریکا هچ گلطی نمیتونه بکنه,"""غیرتنفر"""
3029,3029,در کشوری که امام‌های مرده ثروتمندتر از انسانهای زنده‌اند وارزش امامزاده‌ها بیشتر از کودک گرسنه است نه اندیشه‌ای رشد می‌کند ونه فقر نابود میشود,"""تنفر"""
3030,3030,خداییش مغز خلاقی داری شما,"""غیرتنفر"""
3031,3031,اولین دروغ مسلمانان,"""تنفر"""
3032,3032,اگه فیلتر و محدود نکنید دسترسی‌ها رو که هر روز بیشتر از دیروز رسوای جهانین,"""غیرتنفر"""
3033,3033,چرا کتاب قران رامیخوانی الله یک صفحه از خودش تعریف کرده سه صفحه ما را تهدید کرده پنج صفحه هم برای محمد خانم اورده,"""تنفر"""
3034,3034,واسه این زیپ شلوارشو باز گذاشته که به امریکایی‌ها بگه یا باید گزینه‌های روی میز رو قبول کنین یا باید بخوریش,"""غیرتنفر"""
3035,3035,امام زمانی خیالی که میخواد منجی عالم بشریت بشه ولی نیاز به دعای منو وشما برای سلامتیش داره همون بهتر که ته چاه بمونه,"""تنفر"""
3036,3036,اینارو از کجا پیدا میکنی,"""غیرتنفر"""
3037,3037,اونم شانس مایع آخه کی به اینا رای میده,"""غیرتنفر"""
3038,3038,این همه مشکلات هست چسبیدن به صیانت فضای مجازی شما برو صیانت از قیمت برنج و خوراکی‌های دیگه کنید که سر به فلک کشیده,"""غیرتنفر"""
3039,3039,پدر ایرانی مادر امریکاییچه شود,"""غیرتنفر"""
3040,3040,اینا باید خودشون و صیانت کنن,"""تنفر"""
3041,3041,به شما ناهار دادند اقا سینا,"""غیرتنفر"""
3042,3042,این احمقارو از کجا پیدا میکنن اخه منموندم بعد میان توی رسانه حرفم میزنن خدایا,"""تنفر"""
3043,3043,فقط اون گوساله هایی که حرفهای اینارو باور میکنن,"""تنفر"""
3044,3044,با زیپ باز داره میگه آمریکا بیا بخورش,"""غیرتنفر"""
3045,3045,سینا دمت گرم هیچکی نمیتونه مثه تو این نفهمارو ادب کنه,"""تنفر"""
3046,3046,مادرتو اگه دروغ بگی بی ناموس,"""تنفر"""
3047,3047,پک وپوز مؤمنی نسب واقعا سوژه خندست,"""تنفر"""
3048,3048,من توی حالت مرگم باشم برنامه‌های سینا رو ببینم زنده میشم,"""غیرتنفر"""
3049,3049,سینا دهنت سرویس دلم درد گرفت از خنده,"""غیرتنفر"""
3050,3050,کلا کارشناس انتسابی شخص اینترنته,"""غیرتنفر"""
3051,3051,وا خدا شما دیگه کی هستید بایدن پشت تریبون گوزید واسه شما سوژه نیست فقط یه گوز کوجولو بوده,"""تنفر"""
3052,3052,عجب کلکی هستی سینا خان,"""غیرتنفر"""
3053,3053,سینا خدا نکشتت واقعا دست مریزاد ایول کلی میخندونیمون,"""غیرتنفر"""
3054,3054,داش سینا فکر ماتحت مام باش پره رفتم یره,"""غیرتنفر"""
3055,3055,یه جوری اول گفت مادر گفتم می‌خواد فحش بده,"""غیرتنفر"""
3056,3056,وای جان مادرت بی خیال,"""غیرتنفر"""
3057,3057,دمت گرم سیناعجب مادریه این امریگا,"""غیرتنفر"""
3058,3058,دمت گرم مرسی ک هستی خوبه حداقل تو هستی که یه سری آدمای احمق مردم و خر فرض نکنن,"""تنفر"""
3059,3059,اینهمه دست درازی به دختران و همینطور پسران توسط معامان و کارکنان و غیره و ذالک انجام میشه که همه شون سنهایی بسیار بالاتر از این بچه‌ها دارن راست میگن اینترنت اونا رو که مغزشون خرابه قطع کنن,"""تنفر"""
3060,3060,خدایی سر درد داشتم بهتر شدم,"""غیرتنفر"""
3061,3061,بیناموسا فقط ابرو یه کشور و میبرن,"""تنفر"""
3062,3062,خیلی خوبی سینا بامزه ترینی دردوبلات بخوره تو سر همه‌ی مسئولین دلقک این مملکت,"""تنفر"""
3063,3063,این دیوس اسم و فامیلش چیه,"""تنفر"""
3064,3064,توی چلغوز فقط یک دلقک هستی که از گوزیدن اربابانت هم مجبوری دفاع کنی منافقینسگانامریکا منافقینکوردل,"""تنفر"""
3065,3065,وای سینا محشری بخدا همیشه تن ات سلامت لبت خندان دلت شاد باشه,"""غیرتنفر"""
3066,3066,وای آخه مگه داریم اینقدر خوب,"""غیرتنفر"""
3067,3067,سینا خوب مینارو خنثی میکنی,"""غیرتنفر"""
3068,3068,سلام سینا جان دراز بی خاصیت دلقک بین المللی,"""تنفر"""
3069,3069,راست میگه ما خویبیم ما اون بالا اونا اون پایین ارواح عمش,"""تنفر"""
3070,3070,مگه من از تو آرامش یا حس خوب میگیرم ک حس خوب یا آرامش بهت بدم,"""تنفر"""
3071,3071,ای تو روحت سیناخداروشکر ک هستی و کمی میخندیم ب بدبختی هامون,"""غیرتنفر"""
3072,3072,اینا ابروی اریایی و تمام شاه‌ها رو بردن ایکاش پهلوی بود,"""تنفر"""
3073,3073,اگر این جوری باشه زنان یائسه هم کم کم بچه دار میشند,"""غیرتنفر"""
3074,3074,خیلی عالی بود دمت گرم,"""غیرتنفر"""
3075,3075,اون بله رو خعلی باحال گفتی,"""غیرتنفر"""
3076,3076,خیلی خوبی تو سینا عالی هستی,"""غیرتنفر"""
3077,3077,سگ تو روحت خفن‌تر از تو هم مگه هست,"""غیرتنفر"""
3078,3078,همون حرفها رو باید بزنه تا ارتقا پیدا کنه دیگه,"""تنفر"""
3079,3079,آدرس اینو یکی بده بریم آویزونش کنیم یا نه لااقل شلوارش رو در بیاریم لخت لخت ولش کنیم تو خیابون,"""تنفر"""
3080,3080,خدا بگم چیکارت کنه سینا,"""غیرتنفر"""
3081,3081,خد ا ترو نکشه سینا,"""غیرتنفر"""
3082,3082,انگاریاگه اشتباه نکنم یکبار هم احمدی نژاد زیپ ش باز بودکجا و چه جلسه اییرا بیاد ندارم,"""غیرتنفر"""
3083,3083,کاش خدا چنین ادمهایی را فیلتر میکرد برا همیشه,"""تنفر"""
3084,3084,دیونه خونه یی به نام مسولین,"""تنفر"""
3085,3085,مسئولین میرینن کسی کاری نداره دهنتو,"""غیرتنفر"""
3086,3086,مثل همیشه عالی هستی همیشه دنبال میکنم سینا جان برقرار باشی,"""غیرتنفر"""
3087,3087,فعلا همه چیزمان دردست همین ابلهانه و اونابرامون تصمیم میگیرند چه بپوشیم بخونیم بخوریم و این بدبختی یه ملته که سران مملکتش توخصوصی‌ترین کارهاشون هم دخالت کنند,"""تنفر"""
3088,3088,اون دار میگه با زیپ بازش که شما خارجیا یاروشم نیستید تو چرا ناراحتی کاش زمانی که ایران بودی اینطوری حرف میزدی,"""غیرتنفر"""
3089,3089,اینارو میبینیبه خودت میگی از کدوم سیاره درب و داغونی اومدنخوباشون که همه امریکا هستن این فرا زمینیهای در پیتی سهم ما شدن,"""تنفر"""
3090,3090,افرین خوب میشوری همه رو,"""تنفر"""
3091,3091,ولی رو اینا که کم نمیشه,"""تنفر"""
3092,3092,اینجا یک مسئول بخواد ارتقا سمت داشته باشه باید دوتا صفت داشته باشه اول دروغ گو خوبی باشه دوم دیوار انکار بلندی داشته باشه,"""تنفر"""
3093,3093,احتمالا پوتین تمای تیم مذاکره کننده ایرانو کشیده,"""غیرتنفر"""
3094,3094,واقعا رو دستت نیست سینا,"""غیرتنفر"""
3095,3095,سینا برو مصاحبه حامد بیدی با مومن نسبو ببین,"""غیرتنفر"""
3096,3096,همون حرفها رو باید بزنه تا ارتقا پیدا کنه دیگه,"""تنفر"""
3097,3097,سینا تو عالی هستی قدر خودت بدون تو انسانی با قلبی بزرگ هستی,"""غیرتنفر"""
3098,3098,دمت گرم از ته دل مردم حرف میزنی,"""غیرتنفر"""
3099,3099,بدبخت مامردم ایران که گیریک مشت مسئول بی سواد افتادیم,"""تنفر"""
3100,3100,اینا رو از کجا میاری پسر,"""غیرتنفر"""
3101,3101,سینا خیلی عشقی حرف میلیونها دلی,"""غیرتنفر"""
3102,3102,خیلی خوبی به همین سادگی,"""غیرتنفر"""
3103,3103,سلام اقا سینا یعنی واقعا تو این بدبختی که به دست جمهوری اسلامی توش غوطه ور هستیم انتقادات طنز شما مثل اب یخ میمونه برا دلهای اتش گرفتمون,"""غیرتنفر"""
3104,3104,همهی حرفهات در حدی است که ب امام و دارودسته‌ی جاکشش میرینی,"""تنفر"""
3105,3105,به اینا فقط باید بخندی تنها فایدشون همینه,"""غیرتنفر"""
3106,3106,فوری,"""غیرتنفر"""
3107,3107,جونم ب سینا بکوبشون ک داری خوب میکوبی کیف کردم,"""تنفر"""
3108,3108,خیلی خیلی خیلی پر رو تشریف دارن,"""تنفر"""
3109,3109,باید این طرف که داره در مورد فیلترینگ زر میزنه به صلیب کشید طرف با مفت خوری چربی فقط جمع کرده,"""تنفر"""
3110,3110,باید سریع یه نفر اون رو خلاص کنه دنیا از شر اش راحت شه,"""تنفر"""
3111,3111,دمت گرم عالی بود آقای سینا,"""غیرتنفر"""
3112,3112,سینا سینا جان مادرت تمومش کن,"""غیرتنفر"""
3113,3113,خدا حافظ و نگهدارت باشه که دسته اینارو رو میکنی,"""غیرتنفر"""
3114,3114,سیناتوبااین حرفات وکنایه زدنت به آخونداانگارکه ناموسشون روجلوشون گائیدی,"""تنفر"""
3115,3115,این ریا کاریهاست که ادم حیرون میمونه چی بگه این به امریکا میگه دیکتاتوری و بعد ایران دمکراته این واقعا عقیده اشه,"""غیرتنفر"""
3116,3116,زنده باد سینا ولی اله,"""غیرتنفر"""
3117,3117,کونده به چی جاها دقت میکنه,"""تنفر"""
3118,3118,ای برار اینا کونشونم بازه چی برسه زیپشون,"""تنفر"""
3119,3119,اون زیب بازگذاشته هوایش عوض بشه اون هواکشه,"""غیرتنفر"""
3120,3120,کاشکی آقا جون وقت داشت اینا رو می‌شنید,"""غیرتنفر"""
3121,3121,بمیری سینا از خنده روده بر شدم,"""غیرتنفر"""
3122,3122,سینا جان اگه مسئولین ما خودکشی کنند مقصر شمایی چون امین فردین راه خودکشی نشون داده,"""غیرتنفر"""
3123,3123,دولت نه اما رهبر میتونه اینترنت را قطع کنه با زورگویی,"""غیرتنفر"""
3124,3124,اینا از کجاه میان وارده ایران میشنکجاه درس خواندنآیا سواد کافی هم دارن شاید دانشگاه صادوق درس خواندن,"""تنفر"""
3125,3125,مرگ بر پوتین مرگ برحامیان پوتینزنده باد مقاومت ارتش ومردم اوکراین اتحاد,"""تنفر"""
3126,3126,چه ساعتی بود ما تو این نسل اومدیم,"""غیرتنفر"""
3127,3127,یه دونه‌ای سینا جون عالی بود زنده باشی,"""غیرتنفر"""
3128,3128,فقط اون بیب بیب‌ها که رو فحشا نیفتادن,"""غیرتنفر"""
3129,3129,کشتی ما رو از خنده,"""غیرتنفر"""
3130,3130,این یارو پدر فیلترینگ نیست فرزندنامشروع حاصل از رابطه غیرشرعی و اخلاقی مادرشمادرفیلترینگ با کارکنان واتسآپ و تلگرام و اینستاگرام هستن,"""تنفر"""
3131,3131,ساعت چند پخش میشه برنامه تون,"""غیرتنفر"""
3132,3132,به جان همدیگه عالی بودوهستی,"""غیرتنفر"""
3133,3133,دهنت سرویس سینا محبوب دلهایی,"""غیرتنفر"""
3134,3134,سینا جون همیشه سالم باشی عشقی بخدا عشق,"""غیرتنفر"""
3135,3135,بعضی‌ها میرن دستشویی بازوهاشون می‌افته روی زانوسون فک میکنند فایترنتو اگه سواد سیاسیداشتی حداقل یه امید دانایی میشدی الانبه خودت نگاه کن یه دلقک سیرکی اینو هم مدیون تلوزیون ایرانی زیپ شلوار یه کارمند از گوزیدن کدخدای شماکه بدتر نیستمن یک ادم معمولیملطفا انگ ساندیسفلانو نچسپونید,"""تنفر"""
3136,3136,یعنی شاشیدم دعن تک تکشون,"""تنفر"""
3137,3137,آدم تو بدترین شرایط خنده‌اش میگیره افرین شینا,"""غیرتنفر"""
3138,3138,سینا نگو ماشین شاش پاش بگو,"""تنفر"""
3139,3139,سینا تو بهترینی به خدا,"""غیرتنفر"""
3140,3140,واقعا مغزهای کوچک زنگ زده,"""تنفر"""
3141,3141,یعنی خود شیطانم وقتی اینارو میبینه دودستی میزنه تو سرش میگه نون منو اجر کردین شکایتتونو میبره پیش خدای متعال,"""تنفر"""
3142,3142,با اینترنت چجوری باردار شدن,"""غیرتنفر"""
3143,3143,سینا کار بلد و حرفه‌ای,"""غیرتنفر"""
3144,3144,سینا تو یه دونه‌ای شک نکن,"""غیرتنفر"""
3145,3145,البته که پدر فیلترینگ جهان ایرانه چون ننهی فیلترینگ رو گاییده با این اینترنت,"""تنفر"""
3146,3146,سینا تو بهترینی به خدا,"""غیرتنفر"""
3147,3147,چقدر طرفدار غربی هاست این سینا,"""غیرتنفر"""
3148,3148,نکنه داشت اون وسط میزد,"""غیرتنفر"""
3149,3149,گشایش هایی شده ولی خیلی کم,"""غیرتنفر"""
3150,3150,دمت گرم سینا تکی بخدا,"""غیرتنفر"""
3151,3151,پسر پیر نشی یعنی اوج بدبختیم اینه تو مدرسه هستم منظورم خونمه نمیتونم ماهواره نصب کنم همین اینستا رو خدا برامون حفظ کنه یعنی با دیدن برنامه‌ات کلا غمهام رو فراموش میکنم انشاالله که همیشه دهانت و زبانت پر باشه از این حرفها,"""غیرتنفر"""
3152,3152,چقد دلم خنک میشه قهوه‌ای میکنی اینا رو,"""تنفر"""
3153,3153,داره به امریکاییا میگه حرف بزنین زیپ ک سهله میکشم پایین,"""غیرتنفر"""
3154,3154,همین سینا هم نباشه اینیستا دیگه به درد نمیخوره والا,"""غیرتنفر"""
3155,3155,وای خداترکیدم سیناجان ی دونه‌ای,"""غیرتنفر"""
3156,3156,تو چرا رئیس جمهور نمی‌شی حتما ثبت نام کن,"""غیرتنفر"""
3157,3157,خدا کنه بیشتر ازین گشوده نشه,"""غیرتنفر"""
3158,3158,خوٻ خارو مادر بی ارزش این جماعت بی ارزش سریس کردی,"""تنفر"""
3159,3159,بابا تورو خدا اینقدر تکراری نزار خفه شدیم سینا جان,"""غیرتنفر"""
3160,3160,مردم از خندهپسر تو تکی خدا وکیلی خیلی گلی,"""غیرتنفر"""
3161,3161,اخه چقد تو خوبی لعنتی جذاب,"""غیرتنفر"""
3162,3162,وای یعنی نامبر وان بهترین هستید سینا خان,"""غیرتنفر"""
3163,3163,درود بر شما جناب سینا,"""غیرتنفر"""
3164,3164,عوضش آمریکا و اسقاطیل در کنار اکراین هستند و برای کشته هاتون شمع روشن میکنند و زنده هاتون و تحریم,"""غیرتنفر"""
3165,3165,وای یعنی نامبر وان بهترین هستید سینا خان,"""غیرتنفر"""
3166,3166,خاک توسرشون کنن ی مشت ازگل,"""تنفر"""
3167,3167,وای که جر خوردم سینا جان به مولا تکی,"""غیرتنفر"""
3168,3168,اقا سینا قدر دانتان هستم,"""غیرتنفر"""
3169,3169,وای سینایی چقدر باحالی چقدر خندیدم,"""غیرتنفر"""
3170,3170,آخه چرا اینا اینقدر بیشعور و وقیحن,"""تنفر"""
3171,3171,حتما فامیلای خودشون این بلا را تجربه کردن,"""تنفر"""
3172,3172,سینا جان ساعت چند برنامت شروع میشه کدوم شبکه,"""غیرتنفر"""
3173,3173,سینا اگه مسئولین نبودن تو از کجا باید نون میخوردیهیچ فکرشو کردی,"""غیرتنفر"""
3174,3174,پس دقیقا این همون مقتوله,"""غیرتنفر"""
3175,3175,خیلی کارت درسته کاش تو ماهواره برنامه داشتید بیشتر میتونستم ببینم,"""غیرتنفر"""
3176,3176,من مادرتو خواهرتو گایی دم در میدیدم,"""غیرتنفر"""
3177,3177,سیناجونم یه دونه‌ای عزیزم,"""غیرتنفر"""
3178,3178,دمت گرم پستت عالیه خاک بر سر نفهمی مثل این که فکر می‌کنه همه مثل خودش و آخوندهای اشغالی گاو و خرند خدا نابودشان کنه ایشالله,"""تنفر"""
3179,3179,رییسی لجنی زد با این مسئولین که سرکار اورده که رضاشاه هم بیاد نمیتونه کثافت کاریهای این مردک رو درست کنه توی شش ماه گوه کاری نبوده که نکنه ببین توی چهار سال دیگه چیزی از این مملکت باقی میمونه,"""تنفر"""
3180,3180,ایشون از راه اینترنت بی فیلتر از باباش رفته توی ننش در ضمن اون عضو هیئت مدیره کننده هم میخواسته کم کم شمشیرش رو از رو ببنده بند تمبونشو شل کرده این جماعت مثل گربه که از هر طرف پرتش کنن به هوا از دست و پا میاد رو زمین اینام برای هر کار و مشکلی دست به شکم و شلوار میشن,"""تنفر"""
3181,3181,عی دهنت سرویس سینا ادم نمیشی تو مادرقبه,"""تنفر"""
3182,3182,باور کنید در عین خنده اشکهام هم می‌ریزه چقدر بدبختیم,"""غیرتنفر"""
3183,3183,مت گرم خوب میرینی به هیکل مسئولان مملکتی,"""تنفر"""
3184,3184,وای یه دونه‌ای سینا مردم از خنده,"""غیرتنفر"""
3185,3185,روح الله مومن نسب مسول صفحه جبهه انقلاب اسلامی در فضای مجازی شخصا دنبال میکنم پست‌ها شو و باید بگم برخی حرف هایی که میزنه درسته این پست شما کادر تصویری رو به ما نشون میده که میخواید,"""غیرتنفر"""
3186,3186,اقا سینا بی زحمت اون کت خودتو عوض کن,"""غیرتنفر"""
3187,3187,ینی توبمیری که انقدکوته فکری کهر مادرفیلترینگ جهان میدونیومجدداممنونیم ازت سیناجان,"""تنفر"""
3188,3188,جالب اینکه اینها از طرف مسئولان بالادستی خیلی پر مغز و گیرا هستند,"""تنفر"""
3189,3189,عالیه هستی از کجا اینا رو اینجور به هم وصل می‌کنی خدای از داشمندا با هوش‌تری یک یک تو رشته خودت,"""غیرتنفر"""
3190,3190,سینا نباشه اینستا فایده نداره,"""غیرتنفر"""
3191,3191,دمت گرم سینا برین بهشون,"""غیرتنفر"""
3192,3192,ببین اینا تا زیپ شلوارشونو نمیتونن بکشن بالا بعد ما چه انتظارهایی داریم از اینا ک کشور داری و مردم داری کنند خ همون زیپتون رو بکشین بالا ما چیزی نمیخوام از شما گدا زاده‌ها,"""تنفر"""
3193,3193,دروداقاسینا میخواهدبازیپ باز بگوید ما ازنظرپائین تنه ازادی داریم وپیشرفت چشم گیری کردیم زیپ باز یعنی بازی فضای پاین تنه,"""غیرتنفر"""
3194,3194,زیپ برای تو باز گذاشته بود,"""تنفر"""
3195,3195,سینا سینا از دیت تو این برنامه هات دمت,"""غیرتنفر"""
3196,3196,چقد زور میزنهیکی پیزی این سینارو جمع بکنه,"""تنفر"""
3197,3197,ای لعنت به پدر فیلترینگ جهان,"""تنفر"""
3198,3198,سگ تو روحت سینا دهنت سرویس,"""غیرتنفر"""
3199,3199,کارت حرف نداره آقا سینا,"""غیرتنفر"""
3200,3200,این خودش یه نوع اعتراض واسه امریکایاس,"""غیرتنفر"""
3201,3201,خوب دهنشو سرویس کردی دمت گرم سینا,"""غیرتنفر"""
3202,3202,زبونت سرت بر باد میده داری به یه ملت توهین میکنی هیمون دلقک دست این اون شدی تو رو نشنیدم وسط خودشون بخندند,"""تنفر"""
3203,3203,من نمیدونم این همه اعتماد به نفس و این همه ادعا را از کجا میارند چرا نمیخاند قبول کنند که مردم دیگه آگاه شدند,"""غیرتنفر"""
3204,3204,سینا جان مردم از خنده,"""غیرتنفر"""
3205,3205,سینا به نظرم خداوند تمام این موارد بسیار خاص مثل هنر بازیگری و استعداد گویندگی زبان بدن تیپ و هیکل بسیار مناسب و زیبا تن صدا و آهنگ صدای منحصر به فرد بیان حقیقت‌های تلخ به شکل طنز صورت زیبا چهرهای کاملا رسانهای رو یکجا به تو هدیه داده و توهم بسیار عالی از این ویژگی‌های خودت استفاده می‌کنی واقعا که حرف نداری دمت گرم,"""غیرتنفر"""
3206,3206,سینا جان جدیدا خیلی خوب اجرا میکنی قبلا شوخی با سلبریتیها بودی و الان با اینا شوخی میکنی,"""غیرتنفر"""
3207,3207,واقعا باعث تاسف هروز باید یکی بیاد یه مشت چرندیات بگه و دنیا به حماقت ایرانیا بیشتر از دیروز بخندن خدایا بسه دیگه,"""تنفر"""
3208,3208,زیپ و واگذاشته بگه من آماده‌ی اعمال قانون شما هسم,"""غیرتنفر"""
3209,3209,سینا تف بهت خیلی خوبی لعنتی,"""غیرتنفر"""
3210,3210,سینا هربرنامه بهتر از هفته قبل,"""غیرتنفر"""
3211,3211,همین کارارو میکنید میخوان از خجالتشون مارو فیلتر کنن,"""غیرتنفر"""
3212,3212,یه ربعه دهرم میخندم و تاسف میخورم به حال خودم و مملکتم که چنین استعدادهایی باید از مملکت مهاجرت کنند ولی پخمگان و بی استعدادهایی مانند رامبد جوان و باید برای ملت مظلوم ایران ادا و اطوار در بیارن آرزوی سلامتی همه هنرمندان خارج از کشور را از خداوند بلند مرتبه خواهانم,"""تنفر"""
3213,3213,نه حرف داری نه حریف,"""غیرتنفر"""
3214,3214,دمت گرم سینا جان ایولا داری,"""غیرتنفر"""
3215,3215,سینا خدای تو دیگه کی هستی طرفو با خاک یکسان کردی,"""غیرتنفر"""
3216,3216,ببخشید این میره توالت بری چک کنی میبینی خودشو درست نتونسته بشورهبعد میاد واسه مردم ایران نظریه هم میدهخدایا شکرت چقدر ایران تنزل کرده اینا شدن کاردان,"""تنفر"""
3217,3217,عاشق این بوق هایی هستم که وسط ویدیو میخوره ینی کاملا کلماتو میپوشونه,"""غیرتنفر"""
3218,3218,شیرمادرت حلالت سیناجونمنادامه بدهاینافقطبایدرسوا بشن,"""غیرتنفر"""
3219,3219,چه قدر تو خوبی سینا,"""غیرتنفر"""
3220,3220,والا دخترای العان که کارشون از حاملگی گذشته اینقدر وضعیت نو مجازی گوه شده بابا دختر ه هنوز تو پی وی نرفتی خودش اومده صفر تا صد بدنش سکس واست تصویر می‌فرسته,"""تنفر"""
3221,3221,سینا جان مرسی که بوقاتو طوری گذاشتی که ما کامل میتونیم بشنویم و عن کارو در نمیاری,"""غیرتنفر"""
3222,3222,توروخدا پیج این یارو دو گیگی رو بهم بدین من دو ساله کلی فحش تو دلم مونده,"""تنفر"""
3223,3223,بابا اینا اول فک نمیکنن که اینجا همین کارو دارن میکنن چرا گل به خودی میزنن,"""غیرتنفر"""
3224,3224,باید گریه کرد فی الواقع,"""غیرتنفر"""
3225,3225,آره زیپ اونایی شاید باز باشه بیشتر به امثال تو اصلاحت که همتون مثل هنی باز باشه م,"""تنفر"""
3226,3226,حتما دخترای خودش با اینترنت بار دار شدن,"""تنفر"""
3227,3227,بی نظیری یه مشت احمق سرجاشون میشونی,"""تنفر"""
3228,3228,اعجوبه‌ای به نام سینا,"""غیرتنفر"""
3229,3229,دمت گرم شرافتن خیلی خوبی,"""غیرتنفر"""
3230,3230,این دیوثا تت کی میخوان انقد چرت و پرت تحویل مردم بدن,"""تنفر"""
3231,3231,خ دهنت سرویس زیپ یارو رو چجوری کسف کردی فکر کنم تو نشونم زیر نظر میگیری,"""غیرتنفر"""
3232,3232,واقعا یه دلقک بی مزه ایی,"""تنفر"""
3233,3233,این پدر نفهمش از قیافه و استیلش بلاهت هم میباره,"""تنفر"""
3234,3234,یارو لب استخر وایساده بود انداخته بودش تو اب به بقل دستیش گفت حال نمیده ابش سرده طرف بهش گفت اره تهشم لجن داره,"""غیرتنفر"""
3235,3235,خدایا مارو از شر این مسیولین که چه عرض کنم احمقها نجات بده دمت گرم سینا ی دونه‌ای واسه نمونه‌ای,"""تنفر"""
3236,3236,سینا جون مرسی گوز و خوب اومدی گوز خوبه اینقده خوبه,"""غیرتنفر"""
3237,3237,ساعت عدالت برای مزدوران عقب ماندهبی شرف و جانی خدمتگزار به اشغالگران جنایتکار جمهوری اسلامیبسیار نزدیکهبه زودی در آتش خشم ما مردم ایرانبا زجر و دردی تاریخیخواهید سوخت و بد تاوانی در انتظار شما عقب ماندگان بی وطن است,"""تنفر"""
3238,3238,ساعت عدالت برای مزدوران عقب ماندهبی شرف و جانی خدمتگزار به اشغالگران جنایتکار جمهوری اسلامیبسیار نزدیکهبه زودی در آتش خشم ما مردم ایرانبا زجر و دردی تاریخیخواهید سوخت و بد تاوانی در انتظار شما عقب ماندگان بی وطن است,"""تنفر"""
3239,3239,یعنی خداییش تا هیچ مردی زیپ شلوار ش باز نبوده,"""غیرتنفر"""
3240,3240,فعلا که انقدر سرعت اینترنت کمه که نمیشه هیچ کاری کرد,"""غیرتنفر"""
3241,3241,زبان بدنش خیلی ورم داره,"""غیرتنفر"""
3242,3242,این از نوادگان هموناس که زمان قاجار میگفتن برق تو هر خونه‌ای بیاد باعث فساد اهل خونه و خراب شدنشون میشه,"""غیرتنفر"""
3243,3243,خدا نکشتت سینا مردم از خنده با این مسایل گریه دار و درددار وطن,"""غیرتنفر"""
3244,3244,فاجعه اینجاست که همین پدر فیلترینگ داره تو رسانه میلی نطق میکنه با اون مصاحبه مسخره دو گیگشواقعا اینا این ملت وچی فرض کردند,"""تنفر"""
3245,3245,سازمانه جلوی گیری از باد غیرمنتظره,"""غیرتنفر"""
3246,3246,سینا جان تو عالی هستی,"""غیرتنفر"""
3247,3247,سینا دمت گرم پدر اینارو دراوردی,"""تنفر"""
3248,3248,سینا دمت گرم دوستان شیر کنن برسه بدست صاحبانش,"""غیرتنفر"""
3249,3249,مرسی سینا ریدی بهش سپاس بابت پست‌های پر معنی زیبا و شنیدنی تون ممنون بابت روشنگری‌های زیبا و پر از شیرینی و قابل درک تون اونم با زبان طنز هزاران هزار سپاس,"""تنفر"""
3250,3250,پفیوز زمانه مدافع طرح صیانت,"""تنفر"""
3251,3251,با باز گذاشتن زیپ شلوارشمیخان به دنیا بگن ما خوبیم و حقوق آنچنانی هم نداریم که زیپ شلوارمون رو درست کنیم چه برسه شلوار عوض کنیم,"""غیرتنفر"""
