,0,1
1970,قشنگ مشخصه خصومت شخصی داری,"""تنفر"""
1971,چی از جون تتل میخوای زندگی جمشیدو که نابود کردی,"""تنفر"""
1972,زشته برا دیده شدن و کمبودت اینکارا,"""تنفر"""
1973,حاج خانم تتلو شدی خوش میگذره,"""غیرتنفر"""
1974,تنها دلیل امدنم تو پیچش دیدن کامنت‌ها بود,"""غیرتنفر"""
1975,تتلو رو از کجا پیدا کردی,"""غیرتنفر"""
1976,دمت گرم مرسی ک هستی خوبه حداقل تو هستی که یه سری آدمای احمق مردم و خر فرض نکنن,"""تنفر"""
1977,خبر رسید امیر تتلو با سحر قریشی تیک زدن,"""غیرتنفر"""
1978,چرا انقد همه شیطون شدن,"""غیرتنفر"""
1979,تو علمت کجا بود کی وقت کردی عالم بشی,"""تنفر"""
1980,سحر توروخدا دیگ تتو نکن لاقل تویکی تتو نکن بسه,"""غیرتنفر"""
1981,عشقای من خیلی دوستتون دارم,"""غیرتنفر"""
1982,باپول‌های جمشید قاسم پور رفتی ترکیه,"""تنفر"""
1983,یعنی شاشیدم دعن تک تکشون,"""تنفر"""
1984,آخه مگه داریم بهتر از مهر ماهی‌ها,"""غیرتنفر"""
1985,حد اقل به جمشید قاسم پور رحم میکردی آوارش کردی بدبختو,"""تنفر"""
1986,خاک بر سر مملکتی که شما و تتلو الگو و ستارش باشیدخاک,"""تنفر"""
1987,شیرمادر و نون پدر حلالت باشه سحر نرو اگه بری خونه جات خیلی خالیه موقع‌های که تو نیستی ما پارتی میگیرم تو خونه,"""غیرتنفر"""
1988,توهم خودتو مثه اون دفتر نقاشی نکن,"""تنفر"""
1989,تتلو دوست داره گول بخوره ازت حواست باشه فقط نمک گیر نشی,"""غیرتنفر"""
1990,خوبه یاد بگیریم که,"""غیرتنفر"""
1991,سحر قریشی از زمانی که شورت تنش کرده بود انقدر کامنت نگرفته بود,"""تنفر"""
1992,سکینه هم اسم قشنگی بود چرا عوض کردی,"""غیرتنفر"""
1993,برگرد ایران موقعیت رو از دست نده,"""غیرتنفر"""
1994,قاسم پور بهتر بود یا تتلو,"""تنفر"""
1995,همیشه کنار هم خوشو خرم باشید,"""غیرتنفر"""
1996,چرا به زری و جمشید خیانت کردی,"""غیرتنفر"""
1997,حالا این مثل دنیا حامله نشه ولش کنه تتلو,"""تنفر"""
1998,خاک تو سرت ارزشش داش کشورت بفروشی,"""تنفر"""
1999,تتلو که ساله دوست داشت چی شد,"""غیرتنفر"""
2000,انشالله همیشه با عشق کنار هم خوشحال باشید,"""غیرتنفر"""
2001,همش برای افزایش بازدید یوتیوب,"""غیرتنفر"""
2002,خوب حال میکنیا حساب چند صد میلیاردی و اره دیگه,"""غیرتنفر"""
2003,همین که گربه جای تو رو گرفته عالی,"""غیرتنفر"""
2004,صفحه حاج آقا تون بده,"""غیرتنفر"""
2005,نزار نوید سیگار بکشه اگه خیلی دوسش داری,"""غیرتنفر"""
2006, ,"""تنفر"""
2007,سحرجان چشمانت مانند اوکراین بود و من ولادیمین پوتین,"""غیرتنفر"""
2008,یعنی خود شیطانم وقتی اینارو میبینه دودستی میزنه تو سرش میگه نون منو اجر کردین شکایتتونو میبره پیش خدای متعال,"""تنفر"""
2009,خیلی دوس دارم تو و تتل رو تو لباس عروس دومادی ببینم چی شکلی میشین,"""غیرتنفر"""
2010,من موندم چرا هیچی نمیگی اگه با تتلو هستی بگو هستم اگه هم نیستی بگو نیستم دیگه,"""غیرتنفر"""
2011,چی داری انقدر الکی گنده ت کردن,"""تنفر"""
2012,حد و اندازت از قبل مشخص بود که دو زاری هستی,"""تنفر"""
2013,چرا کتاب قران رامیخوانی الله یک صفحه از خودش تعریف کرده سه صفحه ما را تهدید کرده پنج صفحه هم برای محمد خانم اورده,"""تنفر"""
2014,سلام چشمه راستت میبینه نه کله فندقی کمونیست کافر شیطان دیگه چیکسی که اهمیت نمیده مامانش چی میخوره کجامیخوابه این انسانه یاخیلی چیزاتو معروفی نیاز به دنیا جهان بخت بازی نداری امین ام غیرتش خیلی بیشتر سلطانه چرته دلم به حالت نمیسوزه هااصلا من مامانه خودم هم نجات نمیدم اون دنیاولی چپ منظم تره پرنسس فیونا این شرک نیست که دنبالشی این ریده تو آلبوم آخرش پیرشده حاشیه‌ای بهتر شما پیدا نکرد با احترام نه به شما به انسانیتمیزارمامیدوارم مثله همه نشه باهات بعده یه مدت دیگه مریضه دسته خودش نیست,"""تنفر"""
2015,آخه این تتلو هم ادمه,"""تنفر"""
2016,راستی از اون داداش غیرتیت چه خبر جنگ سوریه رو تموم کرد مهدی طارمی دزد بیت المال بود درسته حالا امیر تتلو آیت الله شده فقط کاش میدونستیم تو سر شما احمق‌ها چی میگذره طارمی دزد بود تتلو شده حجت خدا در روی زمین آره جنبه نداشتی البته کرم تو وجودته دست خودت نیست سال دیگه میبینیم مث سگ به گوه خوردن بیفتی البته اگه تا اون موقع زنده بمونی و با تتلو سنکوپ نکنید,"""تنفر"""
2017,منی که معلمم غلط اضافه میکنم که بخوام ادعا یا مطالبهای داشته باشم و لی توویی که آخوندی و روضه میخونی تازه سفر علمی هم نیخوای بری حالا واسه چه علمی حتما فرزندآوری و صیغه کردن و به راه راست هدایت کردن زنان اجانب,"""تنفر"""
2018,تویی که این کامنتو میبینی امیدوارم مادرت همیشه بخنده و شاد باشه,"""غیرتنفر"""
2019,کاش ی شهاب سنگ اتشین بیاد فقط بزنه ب ایران من حاضرم بااینا بمیرم فقط نسلشون منقرض شه,"""تنفر"""
2020,نوش جان تتل بعد یک ماه سیکتیر میشی,"""تنفر"""
2021,چراهرکی میخواد فالوراش بالابرن بااحساسات تتلو بازی میکنه بیچاره تتلو شده اسباب بازی این خانوما,"""تنفر"""
2022,همه چی درهمه چرا کار آخوند نمازخوندن و برداشتن میت از رو زمینهچرا تو این مملکت آخوندارو نشوندن در راس کارهایی جز نمازخوندن د بخاطر همیناست که مملکت الان تباه داره میشه اه,"""تنفر"""
2023,هیچکس فکر نمیکرد سحر یه روز تتل بزنه,"""غیرتنفر"""
2024,افرین سینا هر چی این اسگولا رو مسخره کنیم بازم کمه,"""تنفر"""
2025,واسه جنگ کشورت خودت و هلاک کردی انقدر استوری گذاشتی ولی واسه اکراین ی استوری هم نزاشتی متاسفانه شما فقط برای کشورت دهنت باز بود,"""تنفر"""
2026,هرکی میگه سحر عاشق تتلو عه دلش میخواد بره پیشش لایک کنه,"""غیرتنفر"""
2027,مخ جمشید قاسم پور زدی خوانوادش از هم پاشوندی بس نبود رفتی طرف تتلو,"""تنفر"""
2028,چرا تیک آبی برای پیجت نمیگیری,"""غیرتنفر"""
2029,اما حیف تو نیس بری زن اون بشی,"""تنفر"""
2030,واقعا مردم عزیز چتونه یا به ملیتش گیر میدین یا اسمش خب خوشتون نمیاد نیگاش نکنین امیدوارم خدا بهتون آرامش بده,"""غیرتنفر"""
2031,اه اه با این شکلت,"""تنفر"""
2032,تتلو پاسپورت دخترایی که میرن پیشش میگیره و قبل از امیزش از پدر و مادرشون حلالیت طلب میکنه درضمن یه عکس هم از پاسپورت در گاوصندوق مخفی که داره به عنوان یادگار و آمار نگهداری میکنه,"""غیرتنفر"""
2033,این دیوثا تت کی میخوان انقد چرت و پرت تحویل مردم بدن,"""تنفر"""
2034,پس این طور اینم طیغ بزن مثل جمشید,"""تنفر"""
2035,بدون عشق به این کوچولو‌ها مگه میشه زندگی کرد,"""غیرتنفر"""
2036,اه اه افغانیی حالم ازت بهم میخوره چندش,"""تنفر"""
2037,بیشعور چرا به زری خیانت کردی ازت متنفرم زندگی خراب کن,"""تنفر"""
2038,چقدر حوصله دارین حاشیه میسازین واسه خودتون بعد میگین چرا مارو قضاوت میکنین خودتونم دلتون میخوادا,"""غیرتنفر"""
2039,چقدر خوبه که انقدر خوبید,"""غیرتنفر"""
2040,چرا ممد فلاحی تنها گذاشتی ,"""غیرتنفر"""
2041,باز رفتی کاسبی هزارتا ازمهدی زدی حالا خودمونیم چقدقراره ازین بزنی تیغتم ماشالله تیغ نیس ک ساتورهلوطی شماک اهل دلین این کاره این چرا میرین اونور خبمگه ماهااینور دل نداریم پول نداریمیاشایدم بقول ریحانه پارسا مال ایرانیا تیغ داره جرمیده,"""تنفر"""
2042,چه با امیر تتلو باشی چه نباشی تو بازم همون سحر قریشی هستی زیبا جذاب,"""غیرتنفر"""
2043,پیشی رو من فقط یه ناز بکنم برم,"""غیرتنفر"""
2044,آفرین سحر جون باید جسور بود,"""غیرتنفر"""
2045,سحر جان خودت رو مزحکه دست این آدم زن باز شهوت ران حرام لقمه کثیف نکن تو ایران کلی آبرو و اعتبار داری عزیزم ما همه دوستت داریم تو رو خدا تا دیر نشده برگرد,"""تنفر"""
2046,سحر جان خودت رو مزحکه دست این آدم زن باز شهوت ران حرام لقمه کثیف نکن تو ایران کلی آبرو و اعتبار داری عزیزم ما همه دوستت داریم تو رو خدا تا دیر نشده برگرد,"""تنفر"""
2047,کیا اومدن دنبال خبرا تتلو با سحر,"""غیرتنفر"""
2048,ینی توبمیری که انقدکوته فکری کهر مادرفیلترینگ جهان میدونیومجدداممنونیم ازت سیناجان,"""تنفر"""
2049,بیشتر از اینم نمیشه توقع داشت تو هر فیلمی جنده لازم میشد میرفتی,"""تنفر"""
2050,سحر باجی برکت دی اوسون,"""غیرتنفر"""
2051,ای بابا انگار قریشی کیه بابا یه افغانیه انگار کیه مهم نیست با کی میفته هم ولایتیاش باید ناراحت بشن تموم شد و رفت,"""تنفر"""
2052,به عشق سلطان فالو شدی,"""غیرتنفر"""
2053,وای پیشی رو دستش چی شده,"""غیرتنفر"""
2054,امیدوارم همیشه همینطور باشید پر از شور و نشاط و عشق,"""غیرتنفر"""
2055,حس میکنم زیر پست فرشته افغانیا ریختن,"""تنفر"""
2056,خدا ریشه طلبه‌ها رو قطع کنه,"""تنفر"""
2057,تو فیلم نیسان آبی بردنش ترکیه بیجنبه اونجا کصوداد به تتلو خوشش اومد دوباره برگشت,"""تنفر"""
2058,فرشته من خیلی تو رو دوست دارم,"""غیرتنفر"""
2059,اینا رو انفالو کنین دارن با همین هرزگی و مسخره بازیاشون پول در میارن اقا چه اهمیتی داره چه غلطی میکنه اینترنت برا یادگیری هزینه کنید نه دیدن دلقک,"""تنفر"""
2060,من موندم با  م فالور تو جریان چیه,"""غیرتنفر"""
2061,خودشون بیشترطلبکار این انقلابنند ازسفره خوردند وجمعش نکردند هنوز,"""تنفر"""
2062,و انقد نئشه که دهن نتونه وا شه,"""تنفر"""
2063,کاش اون شب بابات خونه نمی‌موند هرزه  زاری,"""تنفر"""
2064,همون بهتر ک ازادی نداریم بااین مردای وحشی و داغون فرهنگ ایرانی,"""تنفر"""
2065,خدا مرگت بده به حرم سرای تتل خوش آمدی,"""تنفر"""
2066,از همون اولم بازیگر نبود بیزنسی سینما بود,"""تنفر"""
2067, خوشبخت باشید کنار همخیلی قشنگه عکسه ولی دلم برای گربه سوخت دستش شکسته,"""غیرتنفر"""
2068,واقعا خاک بر سرتون که اینارو فالو میکنید و اسکلتون میکنن فقط بخاطر پول خاک,"""تنفر"""
2069,آتیش زدی به نیسان آبی و رفتی,"""تنفر"""
2070,سلام صبح بخیر کرکره کامنتو میدم بالا,"""غیرتنفر"""
2071,شعار نده همین افعانیا به خون ایرانی تشنه هستن پول ایرانو مسخره کردناب هیرمند رو بستن کلی به دختران و کودکان ایرانی تجاوز کردن,"""تنفر"""
2072,چرت پرت نگو چرا آزادی ندارن,"""تنفر"""
2073,سلام خانوم قریشی عزیزم خیلی دوستون دارم میشه به این شایعات پاسخ بدین اخه باخطره شما من خیلی ناراحتم,"""غیرتنفر"""
2074,فرشته دخترک وطنم همیشه خوش باشی جانم,"""غیرتنفر"""
2075,چقدر خوب یه مرد قدردان محبت‌های مادر و همسرش باشه,"""غیرتنفر"""
2076,منقلب نشی یوقت کیر تیتلی میخوری جنده خانوم ,"""تنفر"""
2077,دفتر نقاشی ودفتر خوشنویسی پیوندتان مبارک,"""تنفر"""
2078,سحر بیا بگو این من نیستم این زنه تو یک آهنگ دیگه بود برات دردسر میشه‌ها,"""غیرتنفر"""
2079,از این خز بازیه نامزدا,"""تنفر"""
2080,حیف تو نباشه بری با اون چلقوز,"""تنفر"""
2081,تتلو رو بعد خدا دادیم تست تو,"""غیرتنفر"""
2082,یه ببر و یه پیشی,"""غیرتنفر"""
2083,امیرو سپردیم بهت مواظبش باشیا,"""غیرتنفر"""
2084,توام دیدی توی ایران همچین خری نیست که صاحب ثروتش بشی رفتی اونو دادی به باد به تتل که خوشبخت بشی چه کارها که پول نمیکنه با ادم عجب تتل سحر ثروت تن فروشی,"""تنفر"""
2085,سحر فیلم سوپر تو با تتل کی میاد,"""تنفر"""
2086,شانسمون از ی افغانیم کمتر بود,"""تنفر"""
2087,ده‌ی وه کیرمه و,"""تنفر"""
2088,اوخی ی ی ی ی ی ی ی ی,"""غیرتنفر"""
2089,ممنونم ایشالا روز جهانی شما,"""غیرتنفر"""
2090,امیدی به روزهای خوب دارین,"""تنفر"""
2091,یعنی تو بغل تتلو میخوابن تا نزدیکی کنند خیلی تتل خط خطی است اما پستانهای سحر وقتی کله خط خطی دارد می‌مکید قبر تتل میشن چون تتل وسط ممه‌ها غرق میشه نزدیکی عقدی دارید یا سفید,"""تنفر"""
2092,شما واقعا خجالت نمیکشی از این همه اراجیفی که سر هم میکنی,"""تنفر"""
2093,خانم قریشی تو کلاست از تتلو خیلی بالاتره خودتو حیف نکن,"""تنفر"""
2094,این یارو مادر فیلترینگ جهان رو چیز کرده,"""تنفر"""
2095,انشالله ب میمنت و مبارکیفقط اون لالوها ی صیغه محرمیتم بخونید ک مرتکب گناه نشده باشیداجرکم عند التتلو,"""غیرتنفر"""
2096,حالا دیگه قربونم بری خانوم قریشی,"""غیرتنفر"""
2097,الان باید بگی خاک برسرتون اومدم ترکیه پیش امیر میخوام ازش لب بگیرم,"""غیرتنفر"""
2098,حاجی شما به زندگی مردم چیکا دارین برین به زندگی خدتون برسین,"""غیرتنفر"""
2099,اخ اگه یه روزی بیاد بشه طلبمونو از اینا بگیریم,"""تنفر"""
2100,تموم شدخیلی تاثیر گزار بود,"""غیرتنفر"""
2101,سینا بی ادب چقدر بی ادبی بی شوری بسه دیگه دیوانی تو,"""تنفر"""
2102,رفتی خودت دادی بالاخره به تتلو,"""تنفر"""
2103,ای خدا آنژیوش قد خودشه,"""غیرتنفر"""
2104,دلم کلی لباس عید میخواد,"""غیرتنفر"""
2105,توام حامله میشی میوفتی گو خوردن,"""تنفر"""
2106,چکار به زندگی هم داریم که این همه دخالت و فضولی ناعدالتی بخدا یه بار بیشتر متولد نمیشیم و عمرمان کوتاست تو زندگی مردم نظر ندیم,"""غیرتنفر"""
2107,صبح بخیر کرکره کامنتو بدیم بالا,"""غیرتنفر"""
2108,برقرار و مستدام کنار یکدیگر پاینده باشید,"""غیرتنفر"""
2109,چقد خنده داره این بشر,"""غیرتنفر"""
2110,پیک امید باش و پیام آور بهار,"""غیرتنفر"""
2111,چرا باید فرشته حسینی هم چشم زخم بذاره,"""تنفر"""
2112,طرفداربازیات بودم اعتبارت رفت متاسفم برات با چهارتا دهه دی ازت فیلم میگیره میگی سوختم خجالت میکشی واقعا اونجا جایگاه یک بازیگر برند هست کذفتی,"""غیرتنفر"""
2113,به خدا تو این ماه واسه چهارمین باره میگن روز زنه شوخی شوخی روز سالو جدی جدی روز زن کردن,"""تنفر"""
2114,خر نشو تتو بزن از ریخت میوفتی,"""تنفر"""
2115,میخاستم خود کشی کنم ب ندید بگو غورباقه دو کی میاد میسرفه خودکشی نکنم تا اون موقع یا نه یا اصلا انقد جواب هست که خود کوشیم تعخیر بندازم ازش بپرس اینارو بعدشم من واقعا خیلی ازش توقع دارم تو قورباقه  زنده بشه نمرده باشه اخه مرگش تصویب نشد که سینماس دیگه میتونه زنده بشه پس باید بچه من ازه خیلی توقع دارم واقعا و فکر کنم همه هم ازش همچین توقعی دارم نمیر زنده بشو لعنتی,"""غیرتنفر"""
2116,بابا چرا رفتی پیش تتلو تتلو ک رد داده,"""تنفر"""
2117,زبونت سرت بر باد میده داری به یه ملت توهین میکنی هیمون دلقک دست این اون شدی تو رو نشنیدم وسط خودشون بخندند,"""تنفر"""
2118,اخه چرا رفتی با تتلو عن,"""تنفر"""
2119,نمیدونم چرا انقد بی مزهای تو,"""تنفر"""
2120,چقد بهم میاید عشق میکنم کنار هم میبینمتون,"""غیرتنفر"""
2121,واقعا طللبه اسمش رو خودشه از خدا هم طلبکاره,"""تنفر"""
2122,شماها کل سفرای علمی تخیلیتونو رو ملت پیاده کردین پروفسور هوهو از دانشگاه پو پو,"""تنفر"""
2123,واقعا معلما زیاده خواه شدن نصف سالو که بیکارن حقوق مفت میگیرن نصف دیگه سال روهم فقط صبح تا ظهرن خدارو شکر تعطیلی هم که تو ایران کم نیست من نمیدونم دیگه توقع شون به چی هست واقعا زیاده خواهن تو کرونا هم لم دادن تو خونه فقط دستور میدن پول میگیرن فقط مادرا دیونه شدن این حقوق مفت رو خدایی باید بدن به مادرا که صبح باید بشین به بچهاشون اموزش بدن عصر بشینن دوباره تکلیف بچه هارو بگن,"""تنفر"""
2124,میخوام شعر بنویسم تو بگیر بخواب,"""غیرتنفر"""
2125,عه حاج خانم پس حج آقا کو نمیبینمش تو پستا,"""غیرتنفر"""
2126,تارمی تموم شد تتل شروع شد,"""تنفر"""
2127,دوستای گلم میدونید چرا سحر قریشی رفته ترکیه باید بگم نرفته بلکه یه روشی از ترکیه اومده ایران اونم اینه بازیگر زن وسط فیلم مثلا نیسان آبی یه خبر عجیب حاشیه ساز در موردش میسازن اونم مهندسی شده که تعقیب کننده‌ی بیشتری پیدا کنند اینم همچین کاری کردن واسش ولی واسش متاسفم چرا این قضیه رو با تتلو قبول کرده آخه لامصب همه الان فک میکنن تتلو کارتو ساخته تو چرا واکنشی نشون نمیدی خوشت میاد برو اینهمه بازیگر خواننده خوشتیب آدم حسابی هست شایعه بساز کردنشم بهت بیاد نه اون عملی حال نداره قربونت آخه,"""غیرتنفر"""
2128,البته سفر علمی عالیه براشون همشون جمع کنن یه سفر بی بازگشت به سیاره اورانوس برن,"""تنفر"""
2129,این کاسکشو کی مسئول کرده,"""تنفر"""
2130,کنار هم سبز باشید مدام,"""غیرتنفر"""
2131,واقعا حیفه دختر به این خوشگلی تنها باشه,"""غیرتنفر"""
2132,چه جراتی دارن اونایی که با تتلو تیک میزنن تتل باهات بهم بزنه فردا میگه اونجات چه شکلی بود بدنت چه بویی میداد گشاد بودی یا تنگ,"""تنفر"""
2133,همش بخاطر یوتیوب ودرامد زایی هست ساده نباشید هرکی موافق حرفمه لایک کنه,"""تنفر"""
2134, ,"""غیرتنفر"""
2135,خوب پولای جمشیدقاسم پوروکشیدی بالارفتی پیش تتل,"""تنفر"""
2136,مبارکت باشه حج خانومی تتل,"""غیرتنفر"""
2137,به این چیزا باور نکنید دوستان همونجور ک تا چند روز پیش یه چهره دیگه از هالک ایران تو ذهنتون بود یه دفعه همه فتوشاپ بود پس شک نکنید ک این داستان‌ها هم فتوشاپ هست وگرنه خانم قریشی خیلی باشخصیته اگه خبری بود ایشون اعلام میکردن بیایید تا چیزی ک واقعی به چشم خود ندیدیم جار نزنیم,"""غیرتنفر"""
2138,سحر جون هر کاری دلت میگه انجام بده بی خیال حرف و قضاوت مردم,"""غیرتنفر"""
2139,قبلی هم ریحانه پارسا بود که گاییدش تتلو,"""تنفر"""
2140,چه خوب که پیشی هارو دوست دارید,"""غیرتنفر"""
2141,میگم تتلو میزنه نفت در میاد,"""تنفر"""
2142,شوگر مامی زدی بعد پول اون زن گرفتی,"""تنفر"""
2143,سلام کسی ادرس پیج تتلو میده من خواهشا,"""غیرتنفر"""
2144,بخاطر همون میخوان جای معلمین رو در آموزش وپرورش اشغال کنن یعنی پررو مثل اینا مادر نزائیده,"""تنفر"""
2145,خوب واسه تتل بخوریش سحر جان,"""تنفر"""
2146,فقط اون گوساله هایی که حرفهای اینارو باور میکنن,"""تنفر"""
2147,طلبه از همه طلب داره,"""تنفر"""
2148,رو عزت نفس خودت کار کن دیده شدن به هر قیمتی نشونه کمبود عزت نفسه,"""تنفر"""
2149,گربهه رو بدید من برم,"""غیرتنفر"""
2150,این چه عکسیه کو نوید,"""تنفر"""
2151,طفلک تتلو از آرزوی امیلیا کلارک رسید به سحر قریشی,"""غیرتنفر"""
2152,اما حیفه تو ک امیر تتلو بخواد شبا پیشت بخوابه خیلی حیفه,"""غیرتنفر"""
2153,راه جالبی برای جذب فالور انتخاب کردی فقط یکم هیچی,"""تنفر"""
2154,شاید دلت خواسته این تجربه رو داشته باشی شاید تو رویاهات میدیدی که کنار تتلو باشی و شاید دنبال جنجال و هیجان بودی ولی هیچکدوم اینا دلیل نمیشه که قضاوتت کنیم با ارزوی بهترینها,"""غیرتنفر"""
2155,خدا وکیلی اسم تو رو میشه گذاشت بازیگر قیافت به هرچی میخوره به جز بازیگر,"""تنفر"""
2156,آدم باید یه مهر ماهی تو زندگیش داشته باشه,"""غیرتنفر"""
2157,با پول جمشید رفتی ترکیه,"""تنفر"""
2158,سلام سینا جان ممنون از برنامههای عالی شما,"""غیرتنفر"""
2159,این احمقارو از کجا پیدا میکنن اخه منموندم بعد میان توی رسانه حرفم میزنن خدایا,"""تنفر"""
2160,یاد نیسان آبی افتادم انگار واقعی بود چهره اصلیت,"""تنفر"""
2161,خداییش چندش نمیشه رفتی پیشش تتلو,"""تنفر"""
2162,تتلو تو رو هم گایید,"""تنفر"""
2163,تو فقط روزی سه بار سفر علمی میری فضا,"""تنفر"""
2164,ارزوی خوشبختی برات دارم بهترین بازیگر,"""غیرتنفر"""
2165,از شماها آدم فقط آرامش میگیره,"""غیرتنفر"""
2166,شده‌ام بود پرست تو قسم به چشمون مست تو,"""غیرتنفر"""
2167,لیاقت تتلو بیشتر از اینه بابا,"""تنفر"""
2168,سیاست این شتر مرغاهمینه معلم ضعیف دانش اموزه ضعیف هرنسل ضعیف و سرخورده و عصبی ولی ماشالا طلبه چاق و فربه طلبکار و زبان دراز اندازه چاه درک,"""تنفر"""
2169,دمت گرم بهم میایید ناز شصتت,"""غیرتنفر"""
2170,کاش زودتر نیسان آبی رو میساختن این میرفت اونور,"""تنفر"""
2171,شوهرمو آخر پیدا نکردم اشکال نداره خدا بزرگه,"""غیرتنفر"""
2172,پس کی فیلم ساک زدنت واسه تتلوروبه معرض نمایش میزاری لعنتی,"""تنفر"""
2173,طلبه کل مملکت را ارث پدر خودش میدونه مردم را هم خدمتکار و غلام حلقه به گوش خودش و جد و آبادش میدونه,"""تنفر"""
2174,توهم یه مواجب بگیر مواج بخور این سلبریتهای ایران مردم غرق فلاکتو گشنگی فقر ناتوانی زنان دختران ایران که از حیا حوجب نجابت بالا بودن از دست شماها به خفت زلالت خاری افتادن برین خجالت بکشین,"""تنفر"""
2175,ما مسخره یه عده از خود راضی پولدار شدیم,"""تنفر"""
2176,جریان سحر قریشی و تتلو چیه دقیقا کسی میدونه برام توضیح بده دمش گرم,"""غیرتنفر"""
2177,تسلیت میگویم همکارت زهره فکور فوت کرد,"""غیرتنفر"""
2178,خدا مرگی به این شیخ‌ها بده خیلی گاه میخورن,"""تنفر"""
2179,سلام سحر جان خوبی ایمان,"""غیرتنفر"""
2180,این زنات خیلی شبیه به عروسک‌های کودکانه است,"""تنفر"""
2181,مرگ بر سینا زنش ومادرش,"""تنفر"""
2182,ببینم چه جوری به تتلو کص میدی قشنگ قمبل کنه سوراخی بزنه برات,"""تنفر"""
2183,به تتلو دادی یا نه,"""تنفر"""
2184,از کی بود پیجو میگشتم بیام تا کامنت بخونم,"""غیرتنفر"""
2185,سلام با عرض ادب بابات افغانی هست یا مادرت سحر خانوم,"""غیرتنفر"""
2186,پیج اصلی تتلورو کسی دار اگ دار بفرسته فالوش میکنم,"""غیرتنفر"""
2187,چقدر شماها به هم میاین,"""غیرتنفر"""
2188,شنیدیم رفتی پیشه تتل هه چیز خواستی نمیخواستم بگم خوش باشی,"""غیرتنفر"""
2189,حسودا چرا انقدر با فش و عقده‌ای بازی خودتون و خالی میکنید چقدر بده ک انقدر جامعه حسود و عقده‌ای داریم,"""غیرتنفر"""
2190,سحر نرو اگه تو بری من جواب قریش و چی بدم آبروی قریش در خطر است,"""غیرتنفر"""
2191,تتلو گاییدتت ماشالله برو الان باید بری براش لاک بزنی,"""تنفر"""
2192,چکار میخاستن بکنن که نکردن خودت به عنوان مرد چه کردی بیشتر از اونا,"""تنفر"""
2193,آره زیپ اونایی شاید باز باشه بیشتر به امثال تو اصلاحت که همتون مثل هنی باز باشه م,"""تنفر"""
2194,نگاش کن این حرومی رو پولای جمشید خرمالو رو برداشته رفته با تتلو عشق و حال,"""تنفر"""
2195,آقا سحر جان ناموصا راسته که با تتلو ازدواج کردی,"""غیرتنفر"""
2196,آدم باید تو زندگیش یه سمیرا داشته باشه,"""غیرتنفر"""
2197,جدی جدی رفتی اونور تموم شدتاثیر گذار بود,"""تنفر"""
2198,دمت گرم سیناجان درد بلاهی خانواده‌ات بخوره تو‌تر مسعولین کشورمون,"""تنفر"""
2199,فکر میکنی افغانی آدم هستی کسیو فالو نکردی,"""تنفر"""
2200,قبل از رل چقدر بود فالوراشالان تا شد,"""غیرتنفر"""
2201,چقد به هم میاین شما,"""غیرتنفر"""
2202,چیکار کردی با خودت قریشی,"""غیرتنفر"""
2203,رفتی تو خط قرمز جمهوری اسلامی تو حاشیه رفتی سینما ایران دیگه بهت کار نمیده,"""غیرتنفر"""
2204,سمت چپ عنسمت راست سلطان,"""تنفر"""
2205,مبارزان وبراندازان عزیز بامزدوران جمهوری اسلامی به هیچ وجه ممکن مدارا بخشش ترحم نکنیدچون جنایتکارخائن وطن فروش هستندبه هیچ راهی کوتاه نخواهندآمد همانندبزرگانی مثل ستارخان باقرخان دلواری رفتارکنید,"""تنفر"""
2206,همین عکس از شما چقدر میتونه فرهنگ سازی کنهممنونم,"""غیرتنفر"""
2207,من جات بودم تاالان ی بلایی سرخودم اورده بودم,"""تنفر"""
2208,هم سحرتیغ زن هم تتلو آخرش بنظرتون کی سرکی کلاه میزاره,"""تنفر"""
2209,آخوند فقط جاش تو قبرستونه و بس,"""تنفر"""
2210,تو از بی ارزش کردن ایرانی‌ها نون تو در بیار ببینیم کجا میرسی,"""تنفر"""
2211,تویی ک این کامنت و میخونی ایشالا من به ارزوم برسم,"""غیرتنفر"""
2212,من اومدم بینم تو کامنتا کسی از زیر زبونش چیزی نکشیده بیرون واسه داستان تتلو,"""غیرتنفر"""
2213,چ تر تمیز شده نوید,"""غیرتنفر"""
2214,خوبه بهم میاایین فقط ناموسن قبلش یه صیغه بخونید دینتونو کامل کنیدبقول بعضی از دوستان فضول البته ب ما چه زندگی خودشهجرا,"""غیرتنفر"""
2215,لابد اومدید کامنتارو بخونید ببینید چی در مورد سحر و تتلو نوشتن,"""غیرتنفر"""
2216,تنوع طلب هر روز با یکی,"""تنفر"""
2217,سحر شما بازیگر خوب ایران هم خوشبخت بودی نمیخواست بری ترکیه,"""غیرتنفر"""
2218,پدر که نباشه مادر اون باشه برادر بی رگ باشه دیگه باید همه چی درهم بشه,"""تنفر"""
2219,خجالت نمیکشی رفتی زیرخواب تتلو شدی بااون قیافه نکرش,"""تنفر"""
2220,اینجا میزنن تو تیتراژ سکینه یا فرشته,"""غیرتنفر"""
2221,به به چه زوجی بشن اینا,"""غیرتنفر"""
2222,میگمیه سوال شما با دنیا جهانبخت همکار هستین هر روز یکی تعویض مکنید امارت رفته بالا,"""تنفر"""
2223,ایولا نوشجونت آبش بشه گوارای وجودت,"""غیرتنفر"""
2224,تاج بیوش مشکوکه به کینگ,"""غیرتنفر"""
